"id","description","allocation","agency_id","ministry_id","date_commissioned","location_type","location_id","status_id","type_id","user_id"
3180,"SENSSITIZATION AWARENESS AND EDUCATION PROGRAMME FOR YOUTH ON THE DANGER/EFFECT OF HARD/ILLICIT DRUGS IN RIMI LGA, KATSINA STATE",20000000,16,218,1/1/2018,localGovernment,428,5,2,1
3181,"PROVION OF 3 CLASSROOMS AT BEDI PRIMARY SCHOOL, KEBBI SOUTH SENATORIAL DISTRICT, KEBBI STATE",72000000,18,45,6/1/2019,localGovernment,787,5,2,1
3182,"CONSTRUCTION OF 20NOS OF HANDPUMPS, BOREHOLES AT SAFANA/BATSARI/DANMUSA LOCAL GOVT. AREAS KATSINA STATE",20000000,26,27,2016-01-01,localGovernment,430,6,2,1
3183,"SKILL ACQUISITION CENTRE WITH EQUIPMENT AT UMU-NNEOCHI ABIA NORTH SENATORIAL DISTRICT, ABIA STATE",30000000,3,2,,localGovernment,18,1,2,1
3184,"TRAINING AND EMPOWERMENT ON COMPLETE VALUE CHAIN IN CASSAVA FARMING IN OLO AND EZEDIKE AREA OF
ENUGU STATE",43000000,5,230,6/1/2019,localGovernment,780,5,2,1
3185,"ENTERPRENEURSHIP DEVELOPMENT PROGRAMME FOR OSUN WEST SENATORIAL DISTRICT, OSUN STATE.",7500000,3,122,2015-01-01,localGovernment,795,1,2,1
3186,CONSTRUCTION OF SPORTS PAVILLION FOR YOUTH IN ILEOLUJI/OKEIGBO(PHASE ONE) ONDO STATE,40000000,29,254,2018-01-01,localGovernment,579,5,2,1
3187,"SUPPLY OF ORGANIC FERTILIZER, NPK, UREA IN SARDAUNA, GASHAKA, KURMI,BALI AND GOSSOL LGAs IN TARABA CENTRAL SENATORIAL DISTRICT, TARABA STATE",50000000,23,287,1/1/2018,localGovernment,717,5,2,1
3188,HIV/AIDS AWARENESS CAMPAIGN AND HCT FREE MEDICATION MISSION IN BURUTU FEDERAL CONST.BENUE STATE.,26000000,35,194,2017-01-01,localGovernment,122,1,2,1
3189,"VOCATIONAL TRAINING AND EMPOWERMENT OF WOMEN AND YOUTHS ON SOAP MAKING, CAKE BAKING AND COCONUT OIL PRODUCTION IN OSUN WEST SENATORIAL DISTRICT, OSUN STATE.",55000000,29,254,1/1/2018,localGovernment,795,5,2,1
3190,"COMPLETION OF AWHA â€“ OYOFO-IMANE-IWOLLO EROSION CONTROL PROJECT, EZEAGU LGA, ENUGU STATE",40000000,28,232,2016-01-01,localGovernment,258,2,2,1
3191,"REPAIR OF DISUSED AND BROKEN DOWN SOLAR STREET LIGHTS IN NSUKKA/IGBO EZE SOUTH FEDERAL CONSTITUENCY, ENUGU STATE",20000000,4,382,2015-01-01,localGovernment,261,1,2,1
3192,"PROVISION OF TRYCICLES FOR STRATEGIC  EMPOWERNMENT IN YOLA NORTH/ YOLA, GIRE, SOUTH FEDERAL CONSTITUENCY",35750000,29,35,2016-01-01,localGovernment,38,1,2,1
3193,"CAPACITY BUILDING FOR TRADITIONAL RULERS,COMMUNITY AND RELIGIOUS LEADERS IN ORUMBA NORTH/SOUTH FEDERAL CONSTITUENCY , ANAMBRA STATE",10000000,13,180,2017-01-01,localGovernment,89,1,2,1
3194,DETAILED GEOLOGICAL INVESTIGATION OF MINERAL OCCURANCE OF ECONOMIC VALUE AT BINDAWA/MANI FEDERAL CONSTITUENCY OF KATSINA STATE,8000000,19,305,2017-01-01,localGovernment,403,2,2,1
3195,"COMMUNITY SUPPORT PROGRAMMES IN
GUSAU LGA OF ZAMFARA STATE",75000000,29,35,1/1/2018,localGovernment,752,5,2,1
3196,"PROVISION OF FARMING AND LAND PREPARATION EQUIPMENT FOR EXTENSION SUPPORT TO FARMERS IN OLD OHAOZARA,EBONYI STATE",48000000,5,352,2017-01-01,localGovernment,212,1,2,1
3197,"REHABILITATION AND FURNISHING OF BLOCKS OF CLASSROOMS IN , OSUN
CENTRAL SENATORIAL DISTRICT.",40000000,10,173,1/1/2018,localGovernment,795,5,2,1
3198,"""PROVISION OF FOOD AND DRUGS TO BAKASSI RETURNEES IN THE RIVERINE COMMUNITIES OF AKWA IBOM SOUTH SENATORIAL DISTRICT, AKWA IBOM
STATE.""",52000000,1,244,2019-06-01,localGovernment,769,5,2,1
3199,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS AT AGBELE HIGH SCHOOL, SAGAMU, OGUN EAST SENATORIAL DISTRICT, OGUN STATE.",10000000,29,244,2016-01-01,localGovernment,564,6,2,1
3200,"EMPOWERMENT PROGRAM BIRNIN MAGAJI
/KAURA (YOUTH), ZAMFARA STATE",65000000,29,35,1/1/2018,localGovernment,753,5,2,1
3201,TRAINING RESEARCH AND DEVELOPMENT IN YAMALTU/DEBA FED. CONST. GOMBE STATE.,75000000,1,219,2015-01-01,localGovernment,268,1,2,1
3202,"ENTREPRENEURSHIP TRAINING PROGRAM FOR PEOPLE IN SOUTHERN IJAW LGA, SOUTHERN IJAW FEDERAL CONSTITUENCY, BAYELSA STATE",50000000,23,278,2019-06-01,localGovernment,117,5,2,1
3203,"REHABILITATION AND FURNISHING OF BLOCKS OF CLASSROOM IN EBEKUN HIGH SCHOOL, IRESI, OSUN STATE",140000000,10,237,2016-01-01,localGovernment,588,1,2,1
3204,"SETTLEMENT OF LIABILITY AND COMPLETION OF FURNITURE/ICT EQUIPMENT FOR HADEJIA RESOURCES CENTRE, JIGAWA NORTH EAST SENATORIAL ZONE, JIGAWA STATE",47500000,28,236,6/1/2019,localGovernment,783,5,2,1
3205,"SUPPLY OF TRICYCLES FOR NKWERRE/ISU/NWANGELE/NJABA LGAs, IMO STATE",10000000,29,254,2017-01-01,localGovernment,293,5,2,1
3206,"CAPACITY BUILDING ON AGRICULTURAL VALUE CHAIN IN IDELA, EFELODU LGA,
KWARA STATE",10000000,5,318,1/1/2018,localGovernment,789,5,2,1
3207,"COMPLETION OF ISU PROGRESSIVE UNION CIVIC CENTER IN NWANGELE, IN NKWERRE/ISU/NWANGELE/NJABA FEDERAL
CONSTITUENCY, IMO STATE",5000000,28,232,1/1/2018,localGovernment,291,5,2,1
3208,"SUPPLY OF HOME GRINDING MACHINE
TO KEBBI NORTH SENATORIAL DISTRICT, KEBBI STATE",34000000,5,1,6/1/2019,localGovernment,787,5,2,1
3209,"SUPPLY OF TRICYCLES/MOTORCYCLES IN
NKWERRE/ISU/NWANGELE/NJABA FEDERAL CONSTITUENCY, IMO STATE",15000000,29,254,1/1/2018,localGovernment,293,5,2,1
3210,"SUPPLY OF EMPOWERNMENT MATERIALS PURCHASE OF VEHICLE (MUSHIN) IN LAGOS WEST SENATORIAL DISTRICT,
LAGOS STATE",33000000,2,122,6/1/2019,localGovernment,505,5,2,1
3211,"COMPLETION OF SAMPOU/AZIKORO WATER RESOURCES PROJECT, BAYELSA STATE",37333333,28,280,2017-01-01,localGovernment,772,1,2,1
3212,HUMAN RIGHT CAMPAIGN IN NIGER NORTH  SENATORIAL DISTRICT,20000000,16,219,2015-01-01,localGovernment,792,1,2,1
3213,"CONSTRUCTION OF A 4 NOS 2 BEDROOM STAFF ACCOMODATION AT CHIGWA,K/JIBRIN WARD KAGARKO LGA, KADUNA STATE",20827453,4,75,2016-01-01,localGovernment,341,6,2,1
3214,"COMPLETION OF AGBAOGUGU
EROSION CONTROL PROJECT, AWGU LGA, ENUGU STATE.",30000000,29,244,6/1/2019,localGovernment,256,2,2,1
3215,"SUPPLY OF 272 NOS OF BAJAJ
MOTORCYCLES @ N276,000 EACH TO KADUNA NORTH SENATORIAL DISTRICT",75000000,29,239,,localGovernment,784,5,2,1
3216,"SUPPLY AND INSTALLATION OF TRANSFORMERS IN OWO/OSE FEDERAL CONSTITUENCY, ONDO STATE",42000000,29,244,2018-01-01,localGovernment,587,5,2,1
3217,"SUPPLY OF MOTORCYCLE FOR ORHIONMWON/UHUNMWODE FEDERAL
CONSTITUENCY, EDO STATE",30000000,29,244,01/06/2019,localGovernment,232,5,2,1
3218,"STRATEGIC TRAINING IN ENTREPRENUERSHIP IN AGRICULTURAL DEVELOPMENT IN AGAIE/LAPAI FEDERAL CONSTITUENCY, NIGER STATE.",40000000,3,175,2017-01-01,localGovernment,523,1,2,1
3219,"SOLAR POWERED BOREHOLE AT KUTURA, TATTATU WARD, KAJURU LGA, KADUNA STATE",10500000,28,240,2016-01-01,localGovernment,342,6,2,1
3220,"COMPLETION/ADDITIONAL WORK AT RIGACHIKUN PHC, KADUNA CENTRAL SENATORIAL DISTRICT, KADUNA STATE",30000000,4,75,6/1/2019,localGovernment,784,5,2,1
3221,"CONSTRUCTION OF POLICE STATION AT EGUNKWO, ONICHA LGA, EBONYI STATE",30000000,5,351,6/1/2019,localGovernment,211,5,2,1
3222,"PURCHASE AND DELIVERY OF 30 NOS. OF MOTOR BIKES AND 20 NOS. OF TRICYCLES FOR YOUTH EMPOWERMENT AND VILLAGE TRANSPORTATION IN OWUNARI-AMA, BAKANA,UDEKEMA, USOKUN, BUKUMA, KE, BILLE, OBUAMA, OGURUAMA AND CONSULATE IN DEGEMA LGA AND GRAND BONNY, ABALAMABIE, PETERSIDE, ISHILOGONO, GREEN'S IWOAMA AND FINIMA IN BONNY LGA, RIVERS STATE",10809091,24,1,2015-01-01,localGovernment,673,1,2,1
3223,"TRAINING AND EMPOWERMENT OF YOUTH AND WOMEN IN VARIOUS SKILLS IN AGRICULTURE  IN MUBI NORTH/ SOUTH FED.
CONST., ADAMAWA STATE",50000000,5,321,1/1/2018,localGovernment,32,5,2,1
3224,"SUPPLY OF SCHOOL CHAIRS AND TABLES TO PRIMARY AND SECONDARY SCHOOLS IN BRASS/NEMBE LGA, BAYELSA STATE",12333333,3,2,2017-01-01,localGovernment,111,1,2,1
3225,"FENCING OF THE PALACE OF IGWE AGULU ANAOCHA LGA FEDERAL CONSTITUENCY,
ANAMBRA STATE",29000000,28,232,1/1/2018,localGovernment,74,5,2,1
3226,"PAYMENT FOR THE SUPPLY OF 1 NO. 600 METRES CAPACITY IPN 30 MODEL TURKISH RIG, ENUGU WEST WATER FOR ALL PROGRAMME., ENUGU STATE",20000000,28,232,6/1/2019,localGovernment,780,2,2,1
3227,"PROVISION AND PROCUREMENT OF 2 STANDARD COLD ROOM WITH 30 KVA GENERATOR IN AGUATA FEDERAL
CONSTITUENCY OF ANAMBRA STATE",24000000,18,45,1/1/2018,localGovernment,71,5,2,1
3228,"SUPPLY OF YOUTH AND WOMEN EMPOWERMENT ITEMS INCLUDING  40 NO MOTORCYCLES, 50 NO 2.5 KVA GENERATORS SETS TO AJAOKUTA FEDERAL CONSTITUENCY, KOGI STATE.",22500000,29,35,6/1/2019,localGovernment,455,5,2,1
3229,"100 UNITS OF TRICYCLES AT N48,800,000 = FOR YOUTH EMPOWERNMENT AT DEKINA/BASSA LGAs OF KOGI STATE",44800000,3,122,2015-01-01,localGovernment,457,1,2,1
3230,"SKILL ACQUISITION AND EMPOWERMENT FOR YOUTH/WOMEN IN ABAKALIKI/IZZI FEDERAL CONSTITUENCY, EBONYI STATE",50000000,23,229,6/1/2019,localGovernment,213,5,2,1
3231,"STRATEGIC EMPOWERMENT AND VOCATIONAL SKILLS FOR YOUTH AND WOMEN IN APAPA FEDERAL CONSTITUENCY, LAGOS STATE.",14666666,23,229,2017-01-01,localGovernment,494,5,2,1
3232,"SUPPLY OF KEKE NAPEP, TRICYCLE, SEWING MACHINE, GRINDING  MACHINE IN MISAU/DAMBAM FEDERAL CONSTITUENCY, BAUCHI STATE",30000000,26,27,2017-01-01,localGovernment,104,1,2,1
3233,"CONSTRUCTION OF 3 CLASSROOM BLOCK WITH VIP TOILET, ALOKO, BASSA LGA, KOGI EAST SEANTORIAL DISTRICT, KOGI STATE",16400000,10,173,,localGovernment,457,1,2,1
3234,"TWO (2) LIBRARIES FOR SECONDARY SCHOOLS IN OKITIPUPA/IRELE FEDERAL CONSTITUENCY, ONDO STATE.",39000000,10,237,2017-01-01,localGovernment,583,5,2,1
3235,"DRILLING AND INSTALLATION OF SOLAR POWER BOREHOLES IN KAKANGI,GAYAM AND DUNDUBUS IN BIRNIN/GWARI & GIWA LGA,KADUNA STATE",20400000,23,247,2017-01-01,localGovernment,1,5,2,1
3236,"PROVISION OF BOREHOLES AT OGBOMOSHO NORTH, SOUTH AND ORIRE FEDERAL CONSTITUENCY, OYO STATE",146000000,28,279,2015-01-01,localGovernment,644,1,2,1
3237,"RENOVATION OFOVIOTE-OKE COMMUNITY MARKET IN ETHIOPE EAST, ETHIOPE FEDERAL CONSTITUENCY, DELTA STATE",20000000,3,122,2017-01-01,localGovernment,201,1,2,1
3238,"PROVISION OF 6 NOS SOLAR POWERED BOREHOLES IN AWKA NORTH/SOUTH FEDERAL CONSTITUENCY, ANAMBRA STATE",72000000,23,267,2016-01-01,localGovernment,75,6,2,1
3239,"SUPPLY OF FIVE (5) TRANSFORMERS IN RURAL COMMUNITIES (LAKUWE VILLAGE - IBEJU-LEKKI, FADIPE STREET/ ODUBANJO STREET- SOMOLU, TEMU TOWN - EPE, GBERIGBE & LUCKY FIBRE - IKORODU) IN LAGOS EAST SENATORIAL DISTRICT, LAGOS
STATE.",45000000,23,377,1/1/2018,localGovernment,790,5,2,1
3240,"CONTRUCTION OF BOREHOLES/WATER PROJECTS IN GUMEL,GAGARAWA,MAIGATARI,SULE TANKARKAR  LGA,JIGAWA STATE",28000000,29,244,2017-01-01,localGovernment,311,5,2,1
3241,"SKILL ACQUISITION PROGRAMME IN ICT FOR YOUTHS OF EZZA NORTH AND ISHIELU LGA, EBONYI STATE",50000000,23,229,2017-01-01,localGovernment,216,1,2,1
3242,"""ADVOCACY AND SENSITIZATION ON THE RIGHTS OF WOMEN AND CHILDREN IN OWAN WEST LGA, EDO NORTH SENATORIAL
DISTRICT, EDO STATE""",50000000,16,358,2018-01-01,localGovernment,806,5,2,1
3243,"CONSTRUCTION OF PERIMETER FENCING / RESIDENTIAL QUARTERS AT AWULEMA CLINIC OHIMINI LGA, BENUE STATE",20000000,4,75,2016-01-01,localGovernment,136,1,2,1
3244,"""SKILL ACQUISITION/EMPOWERMENT OF WOMEN AND YOUTHS RETURNEES FROM LIBYA IN FISHERY, POULTRY, DETERGENT/CONFECTIONARIES PRODUCTION IN EDO SOUTH SENATORIAL DISTRICT, EDO STATE.""",72000000,23,229,2018-01-01,localGovernment,778,5,2,1
3245,"RENOVATION AND EQUIPING OF PHC AT KWATA KWARE,NASSARWAN DOKAWARD,MAKARFI LGA,KADUNA STATE",9000000,4,75,2017-01-01,localGovernment,1,5,2,1
3246,STRATEGIC EMPOWERMENT PROGRAMME IN  IN KOSOFE FED. CONSTITUENCY,20000000,3,2,2015-01-01,localGovernment,502,1,2,1
3247,"30 POLES SOLAR STREET LIGHTING AT KABBA - BUNU/IJUMU FEDERAL CONSTITUENCY, KOGI STATE",10854000,30,246,,localGovernment,463,1,2,1
3248,"HIV/AIDS AWARENESS CAMPAIGN/FREE MED. OUTREACH OTUKPO/OHIMINI FED. CONSTITUENCY, BENUE STATE",50000000,4,194,2015-01-01,localGovernment,137,1,2,1
3249,"PROCUREMENT OF FIVE AGRICULTURAL TRACTORS & EQUIPMENT; (B) TRAINING OF 10 TRACTOR OPERATORS; Â© EMPOWER - MENT OF AGRICULTURIST TO PLANT CASSAVA AND MAIZE IN THE 3 LGAs OF IJERO/EKITI WEST/EFON FEDERAL CONSTITUENCY II, EKITI STATE.",4480218,5,273,2017-01-01,localGovernment,248,5,2,1
3250,"SUPPLY OF 120 TRICYCLES AT 448,000 NAIRA PER UNIT FOR ILORIN WEST/ASA LGA, KWARA STATE",53760000,3,122,2015-01-01,localGovernment,475,1,2,1
3251,"YOUTH AND WOMEN EMPOWERMENT PROGRAMME IN UGHELLI NORTH/UGHELLI SOUTH/UDU FEDERAL CONSTITUENCY, DELTA STATE. TRICYCLES, SEWING MACHINES, GRINDING MACHINES, WOMEN SALOON KITS AND BARBERING KITS",25000000,3,122,2017-01-01,localGovernment,199,1,2,1
3252,"RURAL DEVELOPMENT PROJECT. PROVISION OF CATERPILLAR GRADER TO ALL 7 LOCAL GOVT. AREAS OF BAUCHI NORTH SENATORIAL DISTRICT, BAUCHI STATE.",15000000,18,45,2016-01-01,localGovernment,93,1,2,1
3253,COMPLETION OF SOLAR-POWERED MOTORIZED BOREHOLE AT EYIODODO OBANGEDE-OKEHI L.G.A KOGI STATE,11000000,28,240,6/1/2019,localGovernment,474,2,2,1
3254,"UMUCHIME ENUGU INYI RURAL ROAD REHABILITATION PROJECT, OJI RIVER LGA.",20000000,30,316,1/1/2018,localGovernment,257,5,2,1
3255,"CONSTRUCTION OF 1 BLOCK OF 3 CLASSROOMS WITH OFFICE AT AYOMANOR PRIMARY SCHOOL, SAPELE, ISOKO NORTH AND SOUTH FEDERAL CONSTITUENCY, DELTA STATE",10000000,1,173,,localGovernment,187,1,2,1
3256,"SUPPLY OF 1 NO. TOYOTA HIACE BUS AND 1 NO. HILUX VAN FOR PROJECT MONITORING AT ADO EKITI/IREPODUN/IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.",40000000,29,244,2017-01-01,localGovernment,236,5,2,1
3257,SUPPLY OF 37 (NO.) TRICYCLE BASIC TO ETCHE/OMUNA FEDERAL CONSTITUENCY RIVERS STATE.,44991944,3,122,2017-01-01,localGovernment,667,5,2,1
3258,"REPAIR/MAINTENANCE OF NON-FUNCTIONAL SOLAR STREET LIGHTS IN AKOKO EDO FEDERAL CONSTITUENCY, EDO STATE.",20000000,23,360,2017-01-01,localGovernment,778,1,2,1
3259,"CONSTRUCTION OF FARMERS MARKET IN RIYOM AND BASSA LGAs, PLATEAU NORTH SENATORIAL DISTRICT, PLATEAU STATE.",80000000,35,316,2017-01-01,localGovernment,651,5,2,1
3260,"CONSTRUCTION OF CULVERT AND GRADING OF LOCAL ROAD AT BOLUWATIFE HOSPITAL ROAD, GBONYIN LGA, EKITI STATE.",24608612,23,328,2017-01-01,localGovernment,248,5,2,1
3261,"SUPPLY OF TRICYCLES FOR YOUTH EMPOWERMENT IN MAIDUGURI METROPOLITAN FEDERAL CONSTITUENCY,BORNO STATE",50000000,29,35,2017-01-01,localGovernment,162,1,2,1
3262,"5 HAND PUMPS FOR 5 WARDS AT KANO MUNICIPAL, KANO STATE",7500000,28,236,2016-01-01,localGovernment,375,1,2,1
3263,"NON MILITANT TRAINING PROGRAMME, DELTA SOUTH SENATORIAL DISTRICT, DELTA STATE.",111000000,20,1,2015-01-01,localGovernment,776,1,2,1
3264,"CONSTRUCTION OF MOTORIZED WATER BOREHOLE WITH OVERHEAD TANK AT OBOLLOR AFOR, UDENU LGA, ENUGU STATE",10000000,28,232,2016-01-01,localGovernment,267,6,2,1
3265,YOUYH & WOMEN EMPOWERMENT IN MAIYAMA/KOKO-BESSE FED CONST KEBBI STATE,40072482,29,244,2017-01-01,localGovernment,446,5,2,1
3266,"MAINTENACE REPAIR OF IBILLO TOWNSHIP ROADS/RURAL ROADS, EDO NORTH SENATORIAL DISTRICT, EDO STATE",150000000,20,281,2016-01-01,localGovernment,221,1,2,1
3267,STRATEGIC DEVELOPMENT TRAINING ON THE ROLE OF ICT IN NATIONAL ECONOMIC ADVANCEMENT FOR YOUTHS IN NKANU EAST/WEST FEDERAL CONSTITUENCY OF ENUGU STATE.,13000000,23,229,6/1/2019,localGovernment,255,5,2,1
3268,"CONSTRUCTION OF SOLAR POWERED BOREHOLE WITH RETICULATION AT UMUOJI, IDEMILI NORTH LGA, ANAMBRA CENTRAL
SENATORIAL DISTRICT",15000000,28,232,1/1/2018,localGovernment,80,5,2,1
3269,"CONSTRUCTION OF 3 GENERATOR HOUSES AND SUPPLY OF 3 GENERATORS: 1 NO. OF 40 KVA AND 2 NOS. OF 30 KVA GENERATOR FOR TWO BOREHOLES SITES AND ONE TOWN HALL IN AGUATA FEDERAL CONSTITUENCY, ANAMBRA STATE",15000000,18,45,2015-01-01,localGovernment,71,1,2,1
3270,"WOMEN AND YOUTH EMPOWERMENT TRAINING IN KOSOFE FEDERAL CONSTITUENCY, LAGOS STATE.",12250000,29,244,2017-01-01,localGovernment,502,5,2,1
3271,"WATER RESOURCES BOREHOLE AND TREATMENT SYSTEM AND RETICULATION IN SAGBAMA TOWN, SAGBAMA LGA, BAYELSA WEST SENATORIAL DISTRICT, BAYELSA STATE.",25000000,28,280,2017-01-01,localGovernment,116,1,2,1
3272,"VOCATION TRAINING AND PROVISION OF START-UP/EQUIPMENT ON POULTRY AND FISH FARMING FOR YOUNG SCHOOL LEAVERS AT IDANRE/IFEDORE FEDERAL CONSTITUENCY, ONDO STATE",40800000,3,122,2016-01-01,localGovernment,576,5,2,1
3273,"CONSTRUCTION AND ASPHATING OF A TWO LANE ROAD FROM EXPRESS ROAD TO MULTI-PURPOSE HALL, OREDO LGA, WARD 2, EKAE COMMUNITY, EDO SOUTH SENATORIAL DISTRICT, EDO STATE",33222222,20,281,2016-01-01,localGovernment,221,5,2,1
3274,"SUPPLY OF WELDING MACHINES, BARBING TOOLS AND SEWING MACHINES IN SAFANA/BATSARI/DANMUSA FEDERAL CONSTITUENCY, KATSINA STATE",5000000,3,122,2017-01-01,localGovernment,430,5,2,1
3275,"SUPPLY OF HAIR DRYERS AND OTHER SALON ACCESSORIES FOR WOMEN EMPOWERMENT IN BENUE NORTH EAST
SENATORIAL DISTRICT, BENUE STATE.",10000000,18,45,1/17/2018,localGovernment,773,5,2,1
3276,"SKILL ACQUISITION AND YOUTH EMPOWERMENT; SUPPLY OF TRICYCLES, MOTORCYCLES, SEWING MACHINES FOR LAVUM, EDAH & MOKWA FED. CONSTITUENCY",50000000,3,2,2015-01-01,localGovernment,539,1,2,1
3277,"TRICYCLE (BAJA) AT ISIALA NGWA NORTH/ISISALA NGWA SOUTH FEDERAL CONSTITUENCY, ABIA STATE.",50000000,3,2,01/01/2018,localGovernment,6,5,2,1
3278,"PROCUREMENT OF TRANSFORMERS (300 & 500 KVA) (KABBA-BUNU/IJUMU , KOGI
STATE)",15000000,22,333,1/1/2018,localGovernment,462,5,2,1
3279,"SUPPLY OF MOTORCYCLE FOR YOUTHS IN IBADAN NORTH FEDERAL CONSTITUENCY, IBADAN NORTH LOCAL GOVERNMENT AREA, OYO STATE.",23976190,29,244,01/01/2018,localGovernment,624,5,2,1
3280,"STRATEGIC EMPOWERMENT PROGRAMME FOR AWE/DOMA/KEANA FEDERAL CONSTITUENCY, NASARAWA STATE",75000000,3,122,2015-01-01,localGovernment,511,1,2,1
3281,PURCHASE OF EMPOWERMENT MATERIALS FOR SOCIO- ECONOMIC EMPOWERMENT OF RESCUED VICTIMS TO FIKA/FUNE FED. CONST. YOBE STATE.,10000000,16,190,2015-01-01,localGovernment,732,1,2,1
3282,"RENOVATION AND EQUIPING OF KING ADO HIGH SCHOOL (JUNIOR), OJOGIWA STREET LAGOS ISLAND, LAGOS STATE",26000000,10,173,01/01/2017,localGovernment,804,1,3,1
3283,"TRAINING AND EMPOWERMENT FOR WOMEN AND YOUTHS IN ISUIKWUATO/UMUNNEOCHI FEDERAL CONSTITUENCY, ABIA STATE.",60000000,3,2,01/01/2018,localGovernment,8,5,2,1
3284,"SUPPLY OF 7 NOS OF HOME GRINDING MACHINE IN DELTA NORTH SENATORIAL DISTRICT, DELTA STATE.",968660,35,316,2017-01-01,localGovernment,767,1,2,1
3285,Lower Ogunpa Channelisation,"6 471552073,64",1,279,2005-03-16,localGovernment,796,3,4,1
3286,"PROVISION OF 38 NOS OF MOTORIZED BOREHOLES IN IFELODUN/BORIPE/ODO-OTIN FEDERAL CONSTITUENCY, OSUN STATE",,28,279,2016-01-01,localGovernment,603,1,2,1
3287,"PROVISION OF 10NOS. BUSES FOR RURAL/URBAN TRANSPORTATION AND EVACUATION OF AGRIC PRODUCE FOR UBIAJA, ESAN SOUTH EAST LGA,, EDO CENTRAL SENATORIAL DISTRICT, EDO STATE.",70000000,17,378,2015-01-01,localGovernment,235,1,2,1
3288,OTHER ENTERPRISE SUPPORT SERVICE (O.E.S.S.) IN SOBA LGA KADUNA STATE,15571429,3,122,2017-01-01,localGovernment,351,5,2,1
3289,"COMPLETION OF THE UWANI AMABOKWU AKU EXIT WATER & PIPELINE PROJECT,
IGBOETITI LGA, ENUGU STATE.",10000000,22,1,1/1/2018,localGovernment,262,5,2,1
3290,"SUPPLY OF (1) MESSY FERGUSON 375 75HP TRACTOR & ACCESSORIES (INCLUDING SLASHER) IN IKENNE/SHAGAMU/REMO NORTH FEDERAL CONSTITUENCY, OGUN STATE.",27000000,29,244,2018-01-01,localGovernment,548,5,2,1
3291,"CONSTRUCTION/COMPLITION OF IGEDE ULTRA MODERN HALL AT AAYE STREET, IGEDE-EKITI: IREPODUN/IFELODUN LOCAL GOVERNMENT H/Q IGEDE-EKITI, ADO/IREPODUN/IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.",65000000,29,244,01/06/2019,localGovernment,242,2,2,1
3292,"COMMUNITY CONFLICT RESOLUTION CENTRE AT ABA NORTH/ABA SOUTH FEDERAL CONSTITUENCY PHASE II, ABIA STATE",25000000,1,53,2015-01-01,localGovernment,1,1,2,1
3293,"""TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN ON SOAP MAKINGIN GWER EAST /GWER WEST,
BENUE STATE.""",50000000,29,254,2019-06-01,localGovernment,125,5,2,1
3294,"CONSTRUCTION OF 1 CLASSROOM BLOCK IN TAHAFIZUL QURAN MADOBI,MADOBI LGA KANO STATE",13000000,22,296,2017-01-01,localGovernment,382,5,2,1
3295,"SOLAR POWERED BOREHOLE AT SKILL ACQUISITION CENTER NEAR UMURU HALL ADAZI ANI ANAOCHA LGA, ANAMBRA STATE",15000000,28,232,2019-06-01,localGovernment,74,5,2,1
3296,ENTREPRENEURSHIP DEVELOPMENT TRAINING FOR WOMEN AND YOUTHS IN UMUAHIA SOUTH LGA OF ABIA STATE,35000000,29,244,2019-06-01,localGovernment,17,5,2,1
3297,"UKUHAPA- GIRLS COLLEGE /HOSPITAL ROAD MAINTENANCE AND DRAINAGE CONTROL. (ROAD) IN OKEHI/ ADAVI FED CONSTITUENCY, KOGI STATE",20000000,28,240,6/1/2019,localGovernment,469,5,2,1
3298,"SUPPLY OF MOTORCYCLES/TRICYCLES IN BALANGA / BILLIRI FEDERAL CONST.
GOMBE STATE.",50000000,16,266,1/1/2018,localGovernment,270,5,2,1
3299,"COMPLETION OF NKWO-MMILI IYUKWU EROSION CONTROL PROJECT IDEMILI NORTH LGA, ANAMBRA STATE.",25000000,28,232,2017-01-01,localGovernment,80,1,2,1
3300,"SUPPLY OF KEKE NAPEP AT DIFFERENT LOCATIONS IN KEBBI CENTRAL
SENATORIAL DISTRICT, KEBBI STATE",50000000,3,122,6/1/2019,localGovernment,787,5,2,1
3301,"CONSTRUCTION OF 1 BRIDGE IN USAR COUNCIL WARD, KWANDE LOCAL GOVERNMENT OF BENUE STATE.",13000000,28,240,2019-06-01,localGovernment,129,5,2,1
3302,"SCOLARSHIP FOR MEDICAL DEGREE STUDUENTS OF MEDICINE, PUBLIC HEALTH, PHYSIOTHERAPY, RADIOLOGY FOR BAUCHI SOUTH SENATORIAL DISTRICT, BAUCHI STATE.",5000000,4,332,2017-01-01,localGovernment,93,1,2,1
3303,"PROVISION OF 4 (NO.) MOTORIZED BOREHOLES IN BOKI/IKOM FEDERAL CONSTITUENCY, CROSS RIVER STATE",36000000,29,35,2017-01-01,localGovernment,177,1,2,1
3304,"SUPPLY OF TRANSFORMERS TO SOME SELECTED COMMUNITIES IN EBONYI
/OHAUKWU FEDERALCONSTITUENCY, EBONYI STATE.",50000000,18,45,6/1/2019,localGovernment,219,5,2,1
